RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value,hti
314,Jordan,M,Marital status,Never married,... if she refuses to have sex with him,01/01/2017,,6107
314,Jordan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2017,,6108
384,Jordan,M,Residence,Rural,... for at least one specific reason,01/01/2017,44.3,6109
384,Jordan,M,Residence,Urban,... for at least one specific reason,01/01/2017,28.5,6110
104,Jordan,M,Residence,Rural,... if she argues with him,01/01/2017,27.3,6111
104,Jordan,M,Residence,Urban,... if she argues with him,01/01/2017,16.4,6112
34,Jordan,M,Residence,Rural,... if she burns the food,01/01/2017,14.3,6113
34,Jordan,M,Residence,Urban,... if she burns the food,01/01/2017,7.6,6114
174,Jordan,M,Residence,Rural,... if she goes out without telling him,01/01/2017,29.6,6115
174,Jordan,M,Residence,Urban,... if she goes out without telling him,01/01/2017,17.2,6116
244,Jordan,M,Residence,Rural,... if she neglects the children,01/01/2017,24.4,6117
244,Jordan,M,Residence,Urban,... if she neglects the children,01/01/2017,11.8,6118
314,Jordan,M,Residence,Rural,... if she refuses to have sex with him,01/01/2017,,6119
314,Jordan,M,Residence,Urban,... if she refuses to have sex with him,01/01/2017,,6120
385,Kenya,F,Age,15-24,... for at least one specific reason,01/01/2014,42,6121
385,Kenya,F,Age,25-34,... for at least one specific reason,01/01/2014,39.8,6122
385,Kenya,F,Age,35-49,... for at least one specific reason,01/01/2014,44,6123
105,Kenya,F,Age,15-24,... if she argues with him,01/01/2014,20.9,6124
105,Kenya,F,Age,25-34,... if she argues with him,01/01/2014,20.1,6125
105,Kenya,F,Age,35-49,... if she argues with him,01/01/2014,22.1,6126
35,Kenya,F,Age,15-24,... if she burns the food,01/01/2014,7,6127
35,Kenya,F,Age,25-34,... if she burns the food,01/01/2014,6.4,6128
35,Kenya,F,Age,35-49,... if she burns the food,01/01/2014,7.9,6129
175,Kenya,F,Age,15-24,... if she goes out without telling him,01/01/2014,21.5,6130
175,Kenya,F,Age,25-34,... if she goes out without telling him,01/01/2014,21.1,6131
175,Kenya,F,Age,35-49,... if she goes out without telling him,01/01/2014,23,6132
245,Kenya,F,Age,15-24,... if she neglects the children,01/01/2014,33.1,6133
245,Kenya,F,Age,25-34,... if she neglects the children,01/01/2014,31.7,6134
245,Kenya,F,Age,35-49,... if she neglects the children,01/01/2014,35.4,6135
315,Kenya,F,Age,15-24,... if she refuses to have sex with him,01/01/2014,12.2,6136
315,Kenya,F,Age,25-34,... if she refuses to have sex with him,01/01/2014,14.4,6137
315,Kenya,F,Age,35-49,... if she refuses to have sex with him,01/01/2014,19.9,6138
385,Kenya,F,Education,Higher,... for at least one specific reason,01/01/2014,14.9,6139
385,Kenya,F,Education,No education,... for at least one specific reason,01/01/2014,59.1,6140
385,Kenya,F,Education,Primary,... for at least one specific reason,01/01/2014,49,6141
385,Kenya,F,Education,Secondary,... for at least one specific reason,01/01/2014,35.8,6142
105,Kenya,F,Education,Higher,... if she argues with him,01/01/2014,3.7,6143
105,Kenya,F,Education,No education,... if she argues with him,01/01/2014,36.9,6144
105,Kenya,F,Education,Primary,... if she argues with him,01/01/2014,26.1,6145
105,Kenya,F,Education,Secondary,... if she argues with him,01/01/2014,15.3,6146
35,Kenya,F,Education,Higher,... if she burns the food,01/01/2014,0.8,6147
35,Kenya,F,Education,No education,... if she burns the food,01/01/2014,16,6148
35,Kenya,F,Education,Primary,... if she burns the food,01/01/2014,8.8,6149
35,Kenya,F,Education,Secondary,... if she burns the food,01/01/2014,4.4,6150
175,Kenya,F,Education,Higher,... if she goes out without telling him,01/01/2014,4.6,6151
175,Kenya,F,Education,No education,... if she goes out without telling him,01/01/2014,38.3,6152
175,Kenya,F,Education,Primary,... if she goes out without telling him,01/01/2014,26.8,6153
175,Kenya,F,Education,Secondary,... if she goes out without telling him,01/01/2014,16.2,6154
245,Kenya,F,Education,Higher,... if she neglects the children,01/01/2014,11.3,6155
245,Kenya,F,Education,No education,... if she neglects the children,01/01/2014,49.4,6156
245,Kenya,F,Education,Primary,... if she neglects the children,01/01/2014,39,6157
245,Kenya,F,Education,Secondary,... if she neglects the children,01/01/2014,28.3,6158
315,Kenya,F,Education,Higher,... if she refuses to have sex with him,01/01/2014,2.5,6159
315,Kenya,F,Education,No education,... if she refuses to have sex with him,01/01/2014,36,6160
315,Kenya,F,Education,Primary,... if she refuses to have sex with him,01/01/2014,19,6161
315,Kenya,F,Education,Secondary,... if she refuses to have sex with him,01/01/2014,8.8,6162
385,Kenya,F,Employment,Employed for cash,... for at least one specific reason,01/01/2014,38.6,6163
385,Kenya,F,Employment,Employed for kind,... for at least one specific reason,01/01/2014,53.7,6164
385,Kenya,F,Employment,Unemployed,... for at least one specific reason,01/01/2014,42,6165
105,Kenya,F,Employment,Employed for cash,... if she argues with him,01/01/2014,18.4,6166
105,Kenya,F,Employment,Employed for kind,... if she argues with him,01/01/2014,30.8,6167
105,Kenya,F,Employment,Unemployed,... if she argues with him,01/01/2014,21,6168
35,Kenya,F,Employment,Employed for cash,... if she burns the food,01/01/2014,5.9,6169
35,Kenya,F,Employment,Employed for kind,... if she burns the food,01/01/2014,10.1,6170
35,Kenya,F,Employment,Unemployed,... if she burns the food,01/01/2014,7.6,6171
175,Kenya,F,Employment,Employed for cash,... if she goes out without telling him,01/01/2014,20,6172
175,Kenya,F,Employment,Employed for kind,... if she goes out without telling him,01/01/2014,28,6173
175,Kenya,F,Employment,Unemployed,... if she goes out without telling him,01/01/2014,22,6174
245,Kenya,F,Employment,Employed for cash,... if she neglects the children,01/01/2014,30.5,6175
245,Kenya,F,Employment,Employed for kind,... if she neglects the children,01/01/2014,42.7,6176
245,Kenya,F,Employment,Unemployed,... if she neglects the children,01/01/2014,33.9,6177
315,Kenya,F,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2014,13.8,6178
315,Kenya,F,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2014,22.6,6179
315,Kenya,F,Employment,Unemployed,... if she refuses to have sex with him,01/01/2014,14.1,6180
385,Kenya,F,Marital status,Married or living together,... for at least one specific reason,01/01/2014,43.6,6181
385,Kenya,F,Marital status,Never married,... for at least one specific reason,01/01/2014,38.2,6182
385,Kenya,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,01/01/2014,41.5,6183
105,Kenya,F,Marital status,Married or living together,... if she argues with him,01/01/2014,23.3,6184
105,Kenya,F,Marital status,Never married,... if she argues with him,01/01/2014,16.9,6185
105,Kenya,F,Marital status,"Widowed, divorced, separated",... if she argues with him,01/01/2014,19.3,6186
35,Kenya,F,Marital status,Married or living together,... if she burns the food,01/01/2014,7.2,6187
35,Kenya,F,Marital status,Never married,... if she burns the food,01/01/2014,6.4,6188
35,Kenya,F,Marital status,"Widowed, divorced, separated",... if she burns the food,01/01/2014,7.9,6189
175,Kenya,F,Marital status,Married or living together,... if she goes out without telling him,01/01/2014,23.5,6190
175,Kenya,F,Marital status,Never married,... if she goes out without telling him,01/01/2014,18.2,6191
175,Kenya,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,01/01/2014,21.8,6192
245,Kenya,F,Marital status,Married or living together,... if she neglects the children,01/01/2014,34.6,6193
245,Kenya,F,Marital status,Never married,... if she neglects the children,01/01/2014,30.1,6194
245,Kenya,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,01/01/2014,34.6,6195
315,Kenya,F,Marital status,Married or living together,... if she refuses to have sex with him,01/01/2014,17.3,6196
315,Kenya,F,Marital status,Never married,... if she refuses to have sex with him,01/01/2014,9.6,6197
315,Kenya,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,01/01/2014,17.5,6198
385,Kenya,F,Residence,Rural,... for at least one specific reason,01/01/2014,49.1,6199
385,Kenya,F,Residence,Urban,... for at least one specific reason,01/01/2014,31,6200
105,Kenya,F,Residence,Rural,... if she argues with him,01/01/2014,25.9,6201
105,Kenya,F,Residence,Urban,... if she argues with him,01/01/2014,13.8,6202
35,Kenya,F,Residence,Rural,... if she burns the food,01/01/2014,9.5,6203
35,Kenya,F,Residence,Urban,... if she burns the food,01/01/2014,3.5,6204
175,Kenya,F,Residence,Rural,... if she goes out without telling him,01/01/2014,27.1,6205
175,Kenya,F,Residence,Urban,... if she goes out without telling him,01/01/2014,13.9,6206
245,Kenya,F,Residence,Rural,... if she neglects the children,01/01/2014,39.5,6207
245,Kenya,F,Residence,Urban,... if she neglects the children,01/01/2014,24.2,6208
315,Kenya,F,Residence,Rural,... if she refuses to have sex with him,01/01/2014,19.9,6209
315,Kenya,F,Residence,Urban,... if she refuses to have sex with him,01/01/2014,8.1,6210
385,Kenya,M,Age,15-24,... for at least one specific reason,01/01/2014,38.6,6211
385,Kenya,M,Age,25-34,... for at least one specific reason,01/01/2014,36.2,6212
385,Kenya,M,Age,35-49,... for at least one specific reason,01/01/2014,33.6,6213
105,Kenya,M,Age,15-24,... if she argues with him,01/01/2014,20.7,6214
105,Kenya,M,Age,25-34,... if she argues with him,01/01/2014,20.9,6215
105,Kenya,M,Age,35-49,... if she argues with him,01/01/2014,19.8,6216
35,Kenya,M,Age,15-24,... if she burns the food,01/01/2014,5.2,6217
35,Kenya,M,Age,25-34,... if she burns the food,01/01/2014,4.6,6218
35,Kenya,M,Age,35-49,... if she burns the food,01/01/2014,3.6,6219
175,Kenya,M,Age,15-24,... if she goes out without telling him,01/01/2014,18.1,6220
175,Kenya,M,Age,25-34,... if she goes out without telling him,01/01/2014,18.9,6221
175,Kenya,M,Age,35-49,... if she goes out without telling him,01/01/2014,18.6,6222
245,Kenya,M,Age,15-24,... if she neglects the children,01/01/2014,27.9,6223
245,Kenya,M,Age,25-34,... if she neglects the children,01/01/2014,28.6,6224
245,Kenya,M,Age,35-49,... if she neglects the children,01/01/2014,25.3,6225
315,Kenya,M,Age,15-24,... if she refuses to have sex with him,01/01/2014,10.6,6226
315,Kenya,M,Age,25-34,... if she refuses to have sex with him,01/01/2014,9.6,6227
315,Kenya,M,Age,35-49,... if she refuses to have sex with him,01/01/2014,9.2,6228
385,Kenya,M,Education,Higher,... for at least one specific reason,01/01/2014,23.1,6229
385,Kenya,M,Education,No education,... for at least one specific reason,01/01/2014,60.4,6230
385,Kenya,M,Education,Primary,... for at least one specific reason,01/01/2014,40.5,6231
385,Kenya,M,Education,Secondary,... for at least one specific reason,01/01/2014,34.1,6232
105,Kenya,M,Education,Higher,... if she argues with him,01/01/2014,9,6233
105,Kenya,M,Education,No education,... if she argues with him,01/01/2014,45.4,6234
105,Kenya,M,Education,Primary,... if she argues with him,01/01/2014,24,6235
105,Kenya,M,Education,Secondary,... if she argues with him,01/01/2014,18.2,6236
35,Kenya,M,Education,Higher,... if she burns the food,01/01/2014,1.9,6237
35,Kenya,M,Education,No education,... if she burns the food,01/01/2014,15.5,6238
35,Kenya,M,Education,Primary,... if she burns the food,01/01/2014,5.2,6239
35,Kenya,M,Education,Secondary,... if she burns the food,01/01/2014,3.8,6240
175,Kenya,M,Education,Higher,... if she goes out without telling him,01/01/2014,9,6241
175,Kenya,M,Education,No education,... if she goes out without telling him,01/01/2014,48.2,6242
175,Kenya,M,Education,Primary,... if she goes out without telling him,01/01/2014,22.1,6243
175,Kenya,M,Education,Secondary,... if she goes out without telling him,01/01/2014,15,6244
245,Kenya,M,Education,Higher,... if she neglects the children,01/01/2014,18.6,6245
245,Kenya,M,Education,No education,... if she neglects the children,01/01/2014,51.1,6246
245,Kenya,M,Education,Primary,... if she neglects the children,01/01/2014,30.3,6247
245,Kenya,M,Education,Secondary,... if she neglects the children,01/01/2014,24.8,6248
315,Kenya,M,Education,Higher,... if she refuses to have sex with him,01/01/2014,4.1,6249
315,Kenya,M,Education,No education,... if she refuses to have sex with him,01/01/2014,34.8,6250
315,Kenya,M,Education,Primary,... if she refuses to have sex with him,01/01/2014,11.7,6251
315,Kenya,M,Education,Secondary,... if she refuses to have sex with him,01/01/2014,7.6,6252
385,Kenya,M,Employment,Employed for cash,... for at least one specific reason,01/01/2014,35.8,6253
385,Kenya,M,Employment,Employed for kind,... for at least one specific reason,01/01/2014,45.6,6254
385,Kenya,M,Employment,Unemployed,... for at least one specific reason,01/01/2014,33.1,6255
105,Kenya,M,Employment,Employed for cash,... if she argues with him,01/01/2014,20.6,6256
105,Kenya,M,Employment,Employed for kind,... if she argues with him,01/01/2014,25.1,6257
105,Kenya,M,Employment,Unemployed,... if she argues with him,01/01/2014,17.3,6258
35,Kenya,M,Employment,Employed for cash,... if she burns the food,01/01/2014,4.1,6259
35,Kenya,M,Employment,Employed for kind,... if she burns the food,01/01/2014,6.3,6260
35,Kenya,M,Employment,Unemployed,... if she burns the food,01/01/2014,5.4,6261
175,Kenya,M,Employment,Employed for cash,... if she goes out without telling him,01/01/2014,18.3,6262
175,Kenya,M,Employment,Employed for kind,... if she goes out without telling him,01/01/2014,25,6263
175,Kenya,M,Employment,Unemployed,... if she goes out without telling him,01/01/2014,15.2,6264
245,Kenya,M,Employment,Employed for cash,... if she neglects the children,01/01/2014,27.1,6265
245,Kenya,M,Employment,Employed for kind,... if she neglects the children,01/01/2014,35.5,6266
245,Kenya,M,Employment,Unemployed,... if she neglects the children,01/01/2014,23.5,6267
315,Kenya,M,Employment,Employed for cash,... if she refuses to have sex with him,01/01/2014,9.2,6268
315,Kenya,M,Employment,Employed for kind,... if she refuses to have sex with him,01/01/2014,13.5,6269
